onset	duration	trial_type	onset_response	response_time	news_no	news_type	value
0.024	4.975	intro&rest	n/a	n/a	n/a	n/a	n/a
5.091	17.908	fakerating	23.107	3	33	F	6
26.14	2.46	fixations	n/a	n/a	n/a	n/a	n/a
28.69	17.91	fakerating	46.706	3	36	F	6
49.739	1.687	fixations	n/a	n/a	n/a	n/a	n/a
51.523	17.903	fakerating	69.522	3	62	F	2
72.555	2.144	fixations	n/a	n/a	n/a	n/a	n/a
74.789	17.91	fakerating	92.805	3	90	F	5
95.838	1.624	fixations	n/a	n/a	n/a	n/a	n/a
97.555	17.907	fakerating	115.554	3	77	F	1
118.587	1.431	fixations	n/a	n/a	n/a	n/a	n/a
120.104	17.914	fakerating	138.103	3	63	F	1
141.137	2.058	fixations	n/a	n/a	n/a	n/a	n/a
143.286	17.909	fakerating	161.286	3	75	F	6
164.319	2.287	fixations	n/a	n/a	n/a	n/a	n/a
166.702	17.904	fakerating	184.702	3	89	F	6
187.735	2.484	fixations	n/a	n/a	n/a	n/a	n/a
190.318	17.901	fakerating	208.318	3	53	F	1
211.351	1.559	fixations	n/a	n/a	n/a	n/a	n/a
213.001	17.909	fakerating	231	3	76	F	6
234.034	1.874	fixations	n/a	n/a	n/a	n/a	n/a
235.934	4.974	intro&rest	n/a	n/a	n/a	n/a	n/a
241	17.908	realrating	259	3	115	R	6
262.033	1.445	fixations	n/a	n/a	n/a	n/a	n/a
263.583	17.895	realrating	281.582	3	116	R	1
284.615	2.138	fixations	n/a	n/a	n/a	n/a	n/a
286.849	17.904	realrating	304.848	3	112	R	1
307.881	1.474	fixations	n/a	n/a	n/a	n/a	n/a
309.448	17.907	realrating	327.447	3	102	R	1
330.481	2.007	fixations	n/a	n/a	n/a	n/a	n/a
332.581	17.907	realrating	350.597	3	118	R	1
353.63	2.7	fixations	n/a	n/a	n/a	n/a	n/a
356.43	17.9	realrating	374.429	3	113	R	3
377.463	1.727	fixations	n/a	n/a	n/a	n/a	n/a
379.28	17.91	realrating	397.295	3	114	R	1
400.329	1.677	fixations	n/a	n/a	n/a	n/a	n/a
402.112	17.894	realrating	420.111	3	119	R	3
423.145	2.086	fixations	n/a	n/a	n/a	n/a	n/a
425.328	17.903	realrating	443.327	3	134	R	1
446.361	1.884	fixations	n/a	n/a	n/a	n/a	n/a
448.344	17.901	realrating	466.343	3	121	R	1
469.376	2.567	fixations	n/a	n/a	n/a	n/a	n/a
471.976	4.967	intro&rest	n/a	n/a	n/a	n/a	n/a
477.043	17.9	realrating	495.042	3	104	R	1
497.976	2.546	fixations	n/a	n/a	n/a	n/a	n/a
500.626	17.896	realrating	518.625	3	28	R	1
521.658	1.399	fixations	n/a	n/a	n/a	n/a	n/a
523.158	17.899	realrating	541.158	3	105	R	1
544.191	1.423	fixations	n/a	n/a	n/a	n/a	n/a
545.741	17.873	realrating	563.707	3	107	R	4
566.74	2.034	fixations	n/a	n/a	n/a	n/a	n/a
568.89	17.884	realrating	586.873	3	24	R	1
589.906	2.049	fixations	n/a	n/a	n/a	n/a	n/a
592.073	17.882	realrating	610.055	3	103	R	5
613.089	1.313	fixations	n/a	n/a	n/a	n/a	n/a
614.522	17.88	realrating	632.505	3	108	R	3
635.538	2.17	fixations	n/a	n/a	n/a	n/a	n/a
637.821	17.887	realrating	655.821	3	94	R	1
658.854	1.759	fixations	n/a	n/a	n/a	n/a	n/a
660.721	17.892	realrating	678.72	3	27	R	1
681.753	1.312	fixations	n/a	n/a	n/a	n/a	n/a
683.187	17.878	realrating	701.169	3	100	R	4
704.203	2.158	fixations	n/a	n/a	n/a	n/a	n/a
706.403	4.958	intro&rest	n/a	n/a	n/a	n/a	n/a
711.469	17.892	fakerating	729.468	3	85	F	5
732.502	2.461	fixations	n/a	n/a	n/a	n/a	n/a
735.069	17.894	fakerating	753.068	3	127	F	1
756.001	2.505	fixations	n/a	n/a	n/a	n/a	n/a
758.618	17.888	fakerating	776.6	3	128	F	1
779.634	1.63	fixations	n/a	n/a	n/a	n/a	n/a
781.367	17.897	fakerating	799.366	3	72	F	3
802.4	1.897	fixations	n/a	n/a	n/a	n/a	n/a
804.4	17.897	fakerating	822.399	3	57	F	1
825.432	2.573	fixations	n/a	n/a	n/a	n/a	n/a
828.116	17.889	fakerating	846.098	3	61	F	1
849.132	2.146	fixations	n/a	n/a	n/a	n/a	n/a
851.382	17.896	fakerating	869.381	3	74	F	5
872.414	1.911	fixations	n/a	n/a	n/a	n/a	n/a
874.431	17.894	fakerating	892.43	3	131	F	1
895.463	2.274	fixations	n/a	n/a	n/a	n/a	n/a
897.83	17.907	fakerating	915.829	3	91	F	1
918.863	2.144	fixations	n/a	n/a	n/a	n/a	n/a
921.096	17.911	fakerating	939.096	3	58	F	1
942.129	1.945	fixations	n/a	n/a	n/a	n/a	n/a
944.112	1.962	intro&rest	n/a	n/a	n/a	n/a	n/a
